,mean,std,min,max,count
dollar_log_return,0.000769412107133907,0.013322810649534575,-0.0319221165978946,0.0716071004354708,239.0
vix_diff,0.008368200836820024,5.310085000420231,-19.38999938964844,21.270000457763672,239.0
STLFSI4_diff,0.0020577405857740635,0.5740026795650128,-1.8994999999999995,5.344799999999999,239.0
vxy_g7_diff,-0.007573221757322178,1.1452859032959046,-3.34,8.55,239.0
vxy_em_diff,-0.009497907949790798,1.367021757815194,-3.0700000000000003,11.2,239.0
gepu_diff,1.262910097160348,40.06522912199236,-143.0968469415983,154.5092484661905,238.0
